model, triangle count, X dimension, Y dimension, Z dimension, triangle area, triangle ratio, bbox area, bbox ratio,total tri
Android.stl, 5020, 76.13200378417969, 50.99800109863281, 93.02999877929688, 1.6833386031606172, 0.0004335618577559654, 7.706194986316538, 0.0019848129236885973
ring.stl, 9905, 22.253019332885742, 22.232999801635742, 8.533843040466309, 0.07802015992237511, 0.00015769569112326212, 0.9379153744749235, 0.0018957307103716799
puppy.stl, 39890, 50.29642868041992, 62.37033462524414, 90.89971160888672, 0.17994169632944332, 5.736098327052496e-05, 0.576098955453467, 0.0001836461655081445
squirrel.stl, 71664, 76.04080200195312, 59.64377975463867, 97.88967895507812, 0.11445982956175656, 2.5237204584991437e-05, 0.7191045077583046, 0.00015855508128722207
bunny.stl, 69664, 86.35807800292969, 66.93115997314453, 85.60076904296875, 0.12696839358271886, 2.1966674010988887e-05, 0.32061259010352333, 5.546886159534324e-05
tweel.stl, 565108, 101.74618530273438, 21.990177154541016, 101.75189208984375, 0.05365983286983549, 2.3982941719467813e-05, 0.12358241739301604, 5.523442313130588e-05
heart.stl, 1082896, 127.10160827636719, 115.4176025390625, 114.04600524902344, 0.07163141427310517, 4.88292924238295e-06, 0.22401228517753033, 1.527034121895154e-05
possum.stl, 1293386, 65.06600189208984, 67.80400085449219, 65.12000274658203, 0.002668783006622008, 6.049281873608844e-07, 0.018970994312099494, 4.300120756605749e-06
kidney.stl, 1660268, 86.03584289550781, 85.4262924194336, 122.87811279296875, 0.010430620632570666, 1.4191855295654146e-06, 0.027914744089317125, 3.7980674658394695e-06
engine.stl, 2336382, 112.0629653930664, 99.34492492675781, 123.39771270751953, 0.024348505633557404, 2.1870792263643987e-06, 0.254122800292819, 2.282631656457722e-05
