==2933676== NVPROF is profiling process 2933676, command: ./fps ../models/bunny.stl
==2933676== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==2933676== Profiling application: ./fps ../models/bunny.stl
==2933676== Profiling result:
==2933676== Event result:
"Device","Kernel","Invocations","Event Name","Min","Max","Avg","Total"
"TITAN Xp (0)","fps3(char*, unsigned long*, bool*)",1,"local_load",0,0,0,0
"TITAN Xp (0)","fps3(char*, unsigned long*, bool*)",1,"shared_load",0,0,0,0
"TITAN Xp (0)","fps3(char*, unsigned long*, bool*)",1,"shared_store",0,0,0,0
"TITAN Xp (0)","fps3(char*, unsigned long*, bool*)",1,"inst_executed_shared_atom_cas",0,0,0,0
"TITAN Xp (0)","fps3(char*, unsigned long*, bool*)",1,"shared_atom",0,0,0,0
"TITAN Xp (0)","fps3(char*, unsigned long*, bool*)",1,"global_atom_cas",0,0,0,0
"TITAN Xp (0)","fps3(char*, unsigned long*, bool*)",1,"atom_count",0,0,0,0
"TITAN Xp (0)","fps3(char*, unsigned long*, bool*)",1,"gred_count",0,0,0,0
"TITAN Xp (0)","fps3(char*, unsigned long*, bool*)",1,"divergent_branch",12794,12794,12794,12794
"TITAN Xp (0)","fps3(char*, unsigned long*, bool*)",1,"branch",629300,629300,629300,629300
"TITAN Xp (0)","fps3(char*, unsigned long*, bool*)",1,"shared_ld_bank_conflict",0,0,0,0
"TITAN Xp (0)","fps3(char*, unsigned long*, bool*)",1,"shared_st_bank_conflict",0,0,0,0
"TITAN Xp (0)","fps3(char*, unsigned long*, bool*)",1,"shared_ld_transactions",0,0,0,0
"TITAN Xp (0)","fps3(char*, unsigned long*, bool*)",1,"shared_st_transactions",0,0,0,0
"TITAN Xp (0)","fps3(char*, unsigned long*, bool*)",1,"active_cycles_pm",2332104,2332104,2332104,2332104
"TITAN Xp (0)","fps3(char*, unsigned long*, bool*)",1,"active_warps_pm",104467796,104467796,104467796,104467796
"TITAN Xp (0)","fps3(char*, unsigned long*, bool*)",1,"elapsed_cycles_pm",2523445,2523445,2523445,2523445

==2933676== Metric result:
"Device","Kernel","Invocations","Metric Name","Metric Description","Min","Max","Avg"
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"inst_per_warp","Instructions per warp",127.003062,127.003062,127.003062
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"branch_efficiency","Branch Efficiency",97.959347%,97.959347%,97.959347%
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"warp_execution_efficiency","Warp Execution Efficiency",96.943482%,96.943482%,96.943482%
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"warp_nonpred_execution_efficiency","Warp Non-Predicated Execution Efficiency",94.218416%,94.218416%,94.218416%
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"inst_replay_overhead","Instruction Replay Overhead",0.000056,0.000056,0.000056
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"shared_load_transactions_per_request","Shared Memory Load Transactions Per Request",1.000000,1.000000,1.000000
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"shared_store_transactions_per_request","Shared Memory Store Transactions Per Request",2.000000,2.000000,2.000000
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"local_load_transactions_per_request","Local Memory Load Transactions Per Request",0.000000,0.000000,0.000000
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"local_store_transactions_per_request","Local Memory Store Transactions Per Request",0.000000,0.000000,0.000000
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"gld_transactions_per_request","Global Load Transactions Per Request",8.000004,8.000004,8.000004
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"gst_transactions_per_request","Global Store Transactions Per Request",1.005608,1.005608,1.005608
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"shared_store_transactions","Shared Store Transactions",160505856,160505856,160505856
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"shared_load_transactions","Shared Load Transactions",642023424,642023424,642023424
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"local_load_transactions","Local Load Transactions",0,0,0
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"local_store_transactions","Local Store Transactions",0,0,0
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"gld_transactions","Global Load Transactions",642163554,642163554,642163554
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"gst_transactions","Global Store Transactions",17574,17574,17574
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"sysmem_read_transactions","System Memory Read Transactions",0,0,0
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"sysmem_write_transactions","System Memory Write Transactions",5,5,5
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"l2_read_transactions","L2 Read Transactions",80295440,80295440,80295440
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"l2_write_transactions","L2 Write Transactions",35847,35847,35847
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"global_hit_rate","Global Hit Rate in unified l1/tex",0.000000%,0.000000%,0.000000%
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"local_hit_rate","Local Hit Rate",0.000000%,0.000000%,0.000000%
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"gld_requested_throughput","Requested Global Load Throughput",1.395557GB/s,1.395557GB/s,1.395557GB/s
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"gst_requested_throughput","Requested Global Store Throughput",180.806641KB/s,180.806641KB/s,180.805664KB/s
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"gld_throughput","Global Load Throughput",5.582221GB/s,5.582221GB/s,5.582221GB/s
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"gst_throughput","Global Store Throughput",1.251473MB/s,1.251473MB/s,1.251472MB/s
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"local_memory_overhead","Local Memory Overhead",0.000000%,0.000000%,0.000000%
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"tex_cache_hit_rate","Unified Cache Hit Rate",0.021812%,0.021812%,0.021812%
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"l2_tex_read_hit_rate","L2 Hit Rate (Texture Reads)",99.803528%,99.803528%,99.803528%
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"l2_tex_write_hit_rate","L2 Hit Rate (Texture Writes)",79.213611%,79.213611%,79.213611%
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"tex_cache_throughput","Unified Cache Throughput",11.165660GB/s,11.165660GB/s,11.165660GB/s
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"l2_tex_read_throughput","L2 Throughput (Texture Reads)",5.582221GB/s,5.582221GB/s,5.582221GB/s
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"l2_tex_write_throughput","L2 Throughput (Texture Writes)",1.251473MB/s,1.251473MB/s,1.251472MB/s
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"l2_read_throughput","L2 Throughput (Reads)",5.583959GB/s,5.583959GB/s,5.583959GB/s
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"l2_write_throughput","L2 Throughput (Writes)",2.552725MB/s,2.552725MB/s,2.552724MB/s
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"sysmem_read_throughput","System Memory Read Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"sysmem_write_throughput","System Memory Write Throughput",373.000000B/s,373.000000B/s,372.000000B/s
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"local_load_throughput","Local Memory Load Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"local_store_throughput","Local Memory Store Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"shared_load_throughput","Shared Memory Load Throughput",178.592083GB/s,178.592083GB/s,178.592083GB/s
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"shared_store_throughput","Shared Memory Store Throughput",44.648021GB/s,44.648021GB/s,44.648021GB/s
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"gld_efficiency","Global Memory Load Efficiency",25.000036%,25.000036%,25.000036%
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"gst_efficiency","Global Memory Store Efficiency",14.108911%,14.108911%,14.108911%
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"tex_cache_transactions","Unified Cache Transactions",160558404,160558404,160558404
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"flop_count_dp","Floating Point Operations(Double Precision)",105419676517,105419676517,105419676517
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"flop_count_dp_add","Floating Point Operations(Double Precision Add)",25523428197,25523428197,25523428197
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"flop_count_dp_fma","Floating Point Operations(Double Precision FMA)",31958499328,31958499328,31958499328
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"flop_count_dp_mul","Floating Point Operations(Double Precision Mul)",15979249664,15979249664,15979249664
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"flop_count_sp","Floating Point Operations(Single Precision)",9130999808,9130999808,9130999808
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"flop_count_sp_add","Floating Point Operations(Single Precision Add)",0,0,0
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"flop_count_sp_fma","Floating Point Operations(Single Precision FMA)",4565499904,4565499904,4565499904
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"flop_count_sp_mul","Floating Point Operation(Single Precision Mul)",0,0,0
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"flop_count_sp_special","Floating Point Operations(Single Precision Special)",4565499904,4565499904,4565499904
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"inst_executed","Instructions Executed",9059882322,9059882322,9059882322
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"inst_issued","Instructions Issued",9060390573,9060390573,9060390573
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"sysmem_utilization","System Memory Utilization","Low (1)","Low (1)","Low (1)"
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"stall_inst_fetch","Issue Stall Reasons (Instructions Fetch)",0.938472%,0.938472%,0.938472%
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"stall_exec_dependency","Issue Stall Reasons (Execution Dependency)",73.242241%,73.242241%,73.242241%
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"stall_memory_dependency","Issue Stall Reasons (Data Request)",0.316515%,0.316515%,0.316515%
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"stall_texture","Issue Stall Reasons (Texture)",0.016150%,0.016150%,0.016150%
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"stall_sync","Issue Stall Reasons (Synchronization)",13.288699%,13.288699%,13.288699%
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"stall_other","Issue Stall Reasons (Other)",12.088540%,12.088540%,12.088540%
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"stall_constant_memory_dependency","Issue Stall Reasons (Immediate constant)",0.001606%,0.001606%,0.001606%
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"stall_pipe_busy","Issue Stall Reasons (Pipe Busy)",0.054095%,0.054095%,0.054095%
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"shared_efficiency","Shared Memory Efficiency",5.625000%,5.625000%,5.625000%
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"inst_fp_32","FP Instructions(Single)",18261999616,18261999616,18261999616
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"inst_fp_64","FP Instructions(Double)",78439855818,78439855818,78439855818
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"inst_integer","Integer Instructions",100934526517,100934526517,100934526517
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"inst_bit_convert","Bit-Convert Instructions",13696499712,13696499712,13696499712
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"inst_control","Control-Flow Instructions",18253100256,18253100256,18253100256
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"inst_compute_ld_st","Load/Store Instructions",22988058272,22988058272,22988058272
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"inst_misc","Misc Instructions",20580443984,20580443984,20580443984
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"inst_inter_thread_communication","Inter-Thread Instructions",0,0,0
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"issue_slots","Issue Slots",8489653959,8489653959,8489653959
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"cf_issued","Issued Control-Flow Instructions",650984106,650984106,650984106
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"cf_executed","Executed Control-Flow Instructions",650984106,650984106,650984106
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"ldst_issued","Issued Load/Store Instructions",1087925572,1087925572,1087925572
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"ldst_executed","Executed Load/Store Instructions",1159261388,1159261388,1159261388
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"atomic_transactions","Atomic Transactions",17516,17516,17516
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"atomic_transactions_per_request","Atomic Transactions Per Request",1.002289,1.002289,1.002289
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"l2_atomic_throughput","L2 Throughput (Atomic requests)",1.247343MB/s,1.247343MB/s,1.247342MB/s
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"l2_atomic_transactions","L2 Transactions (Atomic requests)",35032,35032,35032
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"l2_tex_read_transactions","L2 Transactions (Texture Reads)",80270444,80270444,80270444
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"stall_memory_throttle","Issue Stall Reasons (Memory Throttle)",0.000197%,0.000197%,0.000197%
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"stall_not_selected","Issue Stall Reasons (Not Selected)",0.053486%,0.053486%,0.053486%
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"l2_tex_write_transactions","L2 Transactions (Texture Writes)",17574,17574,17574
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"flop_count_hp","Floating Point Operations(Half Precision)",0,0,0
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"flop_count_hp_add","Floating Point Operations(Half Precision Add)",0,0,0
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"flop_count_hp_mul","Floating Point Operation(Half Precision Mul)",0,0,0
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"flop_count_hp_fma","Floating Point Operations(Half Precision FMA)",0,0,0
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"inst_fp_16","HP Instructions(Half)",0,0,0
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"sysmem_read_utilization","System Memory Read Utilization","Idle (0)","Idle (0)","Idle (0)"
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"sysmem_write_utilization","System Memory Write Utilization","Low (1)","Low (1)","Low (1)"
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"pcie_total_data_transmitted","PCIe Total Data Transmitted",170496,170496,170496
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"pcie_total_data_received","PCIe Total Data Received",138752,138752,138752
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"inst_executed_global_loads","Warp level instructions for global loads",80270404,80270404,80270404
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"inst_executed_local_loads","Warp level instructions for local loads",0,0,0
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"inst_executed_shared_loads","Warp level instructions for shared loads",642023424,642023424,642023424
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"inst_executed_surface_loads","Warp level instructions for surface loads",0,0,0
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"inst_executed_global_stores","Warp level instructions for global stores",17476,17476,17476
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"inst_executed_local_stores","Warp level instructions for local stores",0,0,0
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"inst_executed_shared_stores","Warp level instructions for shared stores",80252928,80252928,80252928
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"inst_executed_surface_stores","Warp level instructions for surface stores",0,0,0
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"inst_executed_global_atomics","Warp level instructions for global atom and atom cas",17476,17476,17476
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"inst_executed_global_reductions","Warp level instructions for global reductions",0,0,0
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"inst_executed_surface_atomics","Warp level instructions for surface atom and atom cas",0,0,0
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"inst_executed_surface_reductions","Warp level instructions for surface reductions",0,0,0
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"inst_executed_shared_atomics","Warp level shared instructions for atom and atom CAS",0,0,0
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"inst_executed_tex_ops","Warp level instructions for texture",0,0,0
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"l2_global_load_bytes","Bytes read from L2 for misses in Unified Cache for global loads",2568654208,2568654208,2568654208
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"l2_local_load_bytes","Bytes read from L2 for misses in Unified Cache for local loads",0,0,0
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"l2_surface_load_bytes","Bytes read from L2 for misses in Unified Cache for surface loads",0,0,0
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"l2_local_global_store_bytes","Bytes written to L2 from Unified Cache for local and global stores.",562368,562368,562368
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"l2_global_reduction_bytes","Bytes written to L2 from Unified cache for global reductions",0,0,0
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"l2_global_atomic_store_bytes","Bytes written to L2 from Unified cache for global atomics",562176,562176,562176
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"l2_surface_store_bytes","Bytes written to L2 from Unified Cache for surface stores.",0,0,0
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"l2_surface_reduction_bytes","Bytes written to L2 from Unified Cache for surface reductions",0,0,0
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"l2_surface_atomic_store_bytes","Bytes transferred between Unified Cache and L2 for surface atomics",0,0,0
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"global_load_requests","Total number of global load requests from Multiprocessor",80270444,80270444,80270444
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"local_load_requests","Total number of local load requests from Multiprocessor",0,0,0
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"surface_load_requests","Total number of surface load requests from Multiprocessor",0,0,0
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"global_store_requests","Total number of global store requests from Multiprocessor",17516,17516,17516
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"local_store_requests","Total number of local store requests from Multiprocessor",0,0,0
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"surface_store_requests","Total number of surface store requests from Multiprocessor",0,0,0
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"global_atomic_requests","Total number of global atomic requests from Multiprocessor",17516,17516,17516
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"global_reduction_requests","Total number of global reduction requests from Multiprocessor",0,0,0
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"surface_atomic_requests","Total number of surface atomic requests from Multiprocessor",0,0,0
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"surface_reduction_requests","Total number of surface reduction requests from Multiprocessor",0,0,0
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"sysmem_read_bytes","System Memory Read Bytes",0,0,0
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"sysmem_write_bytes","System Memory Write Bytes",160,160,160
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"l2_tex_hit_rate","L2 Cache Hit Rate",99.799021%,99.799021%,99.799021%
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"texture_load_requests","Total number of texture Load requests from Multiprocessor",0,0,0
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"unique_warps_launched","Number of warps launched",71335936,71335936,71335936
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"sm_efficiency","Multiprocessor Activity",99.999103%,99.999103%,99.999103%
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"achieved_occupancy","Achieved Occupancy",0.578462,0.578462,0.578462
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"ipc","Executed IPC",0.380121,0.380121,0.380121
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"issued_ipc","Issued IPC",0.380144,0.380144,0.380144
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"issue_slot_utilization","Issue Slot Utilization",8.904951%,8.904951%,8.904951%
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"eligible_warps_per_cycle","Eligible Warps Per Active Cycle",0.375773,0.375773,0.375773
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"tex_utilization","Unified Cache Utilization","Low (1)","Low (1)","Low (1)"
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"l2_utilization","L2 Cache Utilization","Low (1)","Low (1)","Low (1)"
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"shared_utilization","Shared Memory Utilization","Low (1)","Low (1)","Low (1)"
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"ldst_fu_utilization","Load/Store Function Unit Utilization","Low (1)","Low (1)","Low (1)"
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"cf_fu_utilization","Control-Flow Function Unit Utilization","Low (1)","Low (1)","Low (1)"
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"special_fu_utilization","Special Function Unit Utilization","Low (1)","Low (1)","Low (1)"
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"tex_fu_utilization","Texture Function Unit Utilization","Low (1)","Low (1)","Low (1)"
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"single_precision_fu_utilization","Single-Precision Function Unit Utilization","Low (1)","Low (1)","Low (1)"
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"double_precision_fu_utilization","Double-Precision Function Unit Utilization","Max (10)","Max (10)","Max (10)"
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"flop_hp_efficiency","FLOP Efficiency(Peak Half)",0.000000%,0.000000%,0.000000%
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"flop_sp_efficiency","FLOP Efficiency(Peak Single)",0.149650%,0.149650%,0.149650%
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"flop_dp_efficiency","FLOP Efficiency(Peak Double)",55.287917%,55.287917%,55.287917%
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"dram_read_transactions","Device Memory Read Transactions",166930,166930,166930
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"dram_write_transactions","Device Memory Write Transactions",49195,49195,49195
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"dram_read_throughput","Device Memory Read Throughput",11.887367MB/s,11.887367MB/s,11.887366MB/s
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"dram_write_throughput","Device Memory Write Throughput",3.503259MB/s,3.503259MB/s,3.503258MB/s
